ID,Name,Team,Pos,Price,5_pts_no_prob,5_prob,5_with_prob,6_pts_no_prob,6_prob,6_with_prob,7_pts_no_prob,7_prob,7_with_prob,8_pts_no_prob,8_prob,8_with_prob,9_pts_no_prob,9_prob,9_with_prob,10_pts_no_prob,10_prob,10_with_prob,11_pts_no_prob,11_prob,11_with_prob,12_pts_no_prob,12_prob,12_with_prob,13_pts_no_prob,13_prob,13_with_prob,14_pts_no_prob,14_prob,14_with_prob,15_pts_no_prob,15_prob,15_with_prob,16_pts_no_prob,16_prob,16_with_prob,17_pts_no_prob,17_prob,17_with_prob,18_pts_no_prob,18_prob,18_with_prob,19_pts_no_prob,19_prob,19_with_prob,20_pts_no_prob,20_prob,20_with_prob,21_pts_no_prob,21_prob,21_with_prob,22_pts_no_prob,22_prob,22_with_prob,23_pts_no_prob,23_prob,23_with_prob,24_pts_no_prob,24_prob,24_with_prob,25_pts_no_prob,25_prob,25_with_prob,26_pts_no_prob,26_prob,26_with_prob,27_pts_no_prob,27_prob,27_with_prob,28_pts_no_prob,28_prob,28_with_prob,29_pts_no_prob,29_prob,29_with_prob,30_pts_no_prob,30_prob,30_with_prob,31_pts_no_prob,31_prob,31_with_prob,32_pts_no_prob,32_prob,32_with_prob,33_pts_no_prob,33_prob,33_with_prob,34_pts_no_prob,34_prob,34_with_prob,35_pts_no_prob,35_prob,35_with_prob,36_pts_no_prob,36_prob,36_with_prob,37_pts_no_prob,37_prob,37_with_prob,38_pts_no_prob,38_prob,38_with_prob,tba_pts_no_prob,tba_prob,tba_with_prob
21,Sambi,LUT,MID,4.9,2.28148,0.06333,0.14448,2.26885,0.06333,0.14368,4.4629,0.06333,0.28262,2.25478,0.06333,0.14279,2.36162,0.06333,0.14955,2.12982,0.06333,0.13487,2.20367,0.06333,0.13955,2.17639,0.06333,0.13782,2.21216,0.06333,0.14009,2.21505,0.06333,0.14027,2.21694,0.06333,0.14039,2.0718,0.06333,0.1312,2.28605,0.06333,0.14477,2.27963,0.06333,0.14436,2.2568,0.06333,0.14291,2.20268,0.06333,0.13949,2.19862,0.06333,0.13923,2.2096,0.06333,0.13993,2.11841,0.06333,0.13415,2.1838,0.06333,0.13829,2.31407,0.06333,0.14654,2.0668,0.06333,0.13088,2.21664,0.06333,0.14037,2.18281,0.06333,0.13823,2.38178,0.06333,0.15083,2.1815,0.06333,0.13815,2.09592,0.06333,0.13273,2.41628,0.06333,0.15301,2.0203,0.06333,0.12794,2.30983,0.06333,0.14627,2.2485,0.06333,0.14239,2.34796,0.06333,0.14869,2.17242,0.06333,0.13757,2.34241,0.06333,0.14834,0,0,0
22,"Smith Rowe",ARS,MID,5.3,2.70143,0.18442,0.49818,2.78541,0.18442,0.51367,2.83074,0.18442,0.52203,2.52011,0.18442,0.46475,2.6137,0.18442,0.48201,2.6825,0.18442,0.49469,2.58768,0.18442,0.47721,2.80174,0.18442,0.51668,2.7278,0.18442,0.50305,2.8058,0.18442,0.51743,2.66126,0.18442,0.49078,2.60422,0.18442,0.48026,2.7199,0.18442,0.50159,2.51286,0.18442,0.46341,2.81447,0.18442,0.51903,2.82412,0.18442,0.52081,2.72362,0.18442,0.50228,2.94031,0.18442,0.54224,2.7113,0.18442,0.5,2.666,0.18442,0.49165,2.70397,0.18442,0.49865,2.82144,0.18442,0.52032,2.78833,0.18442,0.51421,2.86523,0.18442,0.52839,2.70987,0.18442,0.49974,2.44544,0.18442,0.45098,2.74146,0.18442,0.50557,2.69884,0.18442,0.49771,2.73011,0.18442,0.50347,2.7763,0.18442,0.51199,2.67916,0.18442,0.49408,3.01956,0.18442,0.55685,2.67175,0.18442,0.49271,2.9205,0.18442,0.53858,0,0,0
23,Tavares,NFO,DEF,4,1.82783,0.30612,0.55954,0.903,0.30612,0.27643,1.59943,0.30612,0.48962,1.61127,0.30612,0.49325,1.82111,0.30612,0.55749,0.9446,0.30612,0.28916,1.57008,0.30612,0.48064,1.3203,0.30612,0.40418,1.3675,0.30612,0.41862,1.84541,0.30612,0.56492,1.74999,0.30612,0.53571,1.65557,0.30612,0.50681,1.39089,0.30612,0.42579,1.86993,0.30612,0.57243,1.16807,0.30612,0.35758,1.47388,0.30612,0.45119,1.45013,0.30612,0.44392,1.54124,0.30612,0.47181,1.66946,0.30612,0.51106,1.61053,0.30612,0.49302,1.7762,0.30612,0.54374,1.32173,0.30612,0.40461,1.27603,0.30612,0.39062,1.29624,0.30612,0.39681,1.32514,0.30612,0.40566,1.67065,0.30612,0.51143,1.6998,0.30612,0.52035,1.28169,0.30612,0.39236,1.77228,0.30612,0.54254,1.47486,0.30612,0.45149,1.08794,0.30612,0.33305,1.38304,0.30612,0.42338,1.37298,0.30612,0.4203,1.88966,0.30612,0.57847,0,0,0
24,Tierney,ARS,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Tomiyasu,ARS,DEF,4.5,1.39276,0.90049,1.25416,1.3819,0.90049,1.24438,1.72725,0.90049,1.55536,1.12857,0.90049,1.01626,1.28997,0.90049,1.1616,1.91414,0.90049,1.72366,1.24143,0.90049,1.11789,2.04792,0.90049,1.84412,1.54475,0.90049,1.39103,1.89119,0.90049,1.70299,1.41033,0.90049,1.26998,1.40667,0.90049,1.26669,1.45589,0.90049,1.31101,1.0011,0.90049,0.90148,1.8954,0.90049,1.70679,1.86722,0.90049,1.68141,1.7819,0.90049,1.60458,1.77039,0.90049,1.59422,1.35752,0.90049,1.22243,1.40513,0.90049,1.2653,2.01743,0.90049,1.81666,1.71724,0.90049,1.54636,1.4726,0.90049,1.32605,1.75381,0.90049,1.57928,1.46178,0.90049,1.31632,1.0291,0.90049,0.92669,1.94371,0.90049,1.75028,1.37925,0.90049,1.242,1.67374,0.90049,1.50718,1.76568,0.90049,1.58997,1.36361,0.90049,1.22791,1.99621,0.90049,1.79756,1.35615,0.90049,1.2212,1.96983,0.90049,1.77381,0,0,0
26,Trossard,ARS,MID,6.7,3.59721,0.65477,2.35536,3.79376,0.65477,2.48406,3.88214,0.65477,2.54193,3.46031,0.65477,2.26573,3.59447,0.65477,2.35356,3.69306,0.65477,2.41812,3.55717,0.65477,2.32914,3.86397,0.65477,2.53003,3.75799,0.65477,2.46064,3.86979,0.65477,2.53384,3.66263,0.65477,2.3982,3.58088,0.65477,2.34467,3.74667,0.65477,2.45322,3.44992,0.65477,2.25892,3.88222,0.65477,2.54198,3.89604,0.65477,2.55103,3.752,0.65477,2.45671,4.06258,0.65477,2.66008,3.73434,0.65477,2.44515,3.66942,0.65477,2.40264,3.72384,0.65477,2.43828,3.8922,0.65477,2.54852,3.84475,0.65477,2.51744,3.95496,0.65477,2.58961,3.73229,0.65477,2.44381,3.3533,0.65477,2.19566,3.77757,0.65477,2.47346,3.71649,0.65477,2.43346,3.7613,0.65477,2.46281,3.82751,0.65477,2.50615,3.68828,0.65477,2.41499,4.17617,0.65477,2.73445,3.67767,0.65477,2.40804,4.03419,0.65477,2.64148,0,0,0
27,Trusty,SHU,DEF,4,1.44616,0.34753,0.50258,1.78868,0.34753,0.62162,1.48638,0.34753,0.51656,1.93394,0.34753,0.6721,1.64634,0.34753,0.57215,1.3622,0.34753,0.4734,1.95716,0.34753,0.68017,1.46131,0.34753,0.50785,2.05887,0.34753,0.71552,2.07943,0.34753,0.72266,1.44026,0.34753,0.50053,1.82409,0.34753,0.63392,1.37483,0.34753,0.47779,1.48786,0.34753,0.51707,2.00803,0.34753,0.69785,1.12216,0.34753,0.38998,1.96124,0.34753,0.68159,1.81293,0.34753,0.63005,1.74654,0.34753,0.60697,1.49141,0.34753,0.51831,1.53554,0.34753,0.53364,1.83559,0.34753,0.63792,1.71651,0.34753,0.59653,1.85006,0.34753,0.64295,1.43893,0.34753,0.50007,1.88166,0.34753,0.65393,1.09504,0.34753,0.38056,1.54125,0.34753,0.53563,1.6216,0.34753,0.56355,2.10896,0.34753,0.73292,1.32781,0.34753,0.46145,2.11154,0.34753,0.73382,1.64736,0.34753,0.5725,1.5599,0.34753,0.54211,0,0,0
28,Turner,NFO,GK,4,3.30485,0.94616,3.12691,2.87739,0.94616,2.72247,3.22872,0.94616,3.05488,3.37804,0.94616,3.19617,3.32741,0.94616,3.14826,3.28556,0.94616,3.10866,3.33915,0.94616,3.15936,3.07116,0.94616,2.9058,3.33394,0.94616,3.15443,3.47332,0.94616,3.28631,3.51968,0.94616,3.33018,3.57308,0.94616,3.3807,3.32694,0.94616,3.14781,3.45918,0.94616,3.27293,3.26086,0.94616,3.08529,3.4921,0.94616,3.30408,3.35322,0.94616,3.17268,3.18559,0.94616,3.01407,3.32772,0.94616,3.14855,3.26325,0.94616,3.08756,3.55718,0.94616,3.36566,3.22704,0.94616,3.05329,3.11678,0.94616,2.94897,3.47369,0.94616,3.28666,3.52923,0.94616,3.33921,3.56177,0.94616,3.37,3.6114,0.94616,3.41696,3.3202,0.94616,3.14144,3.25043,0.94616,3.07542,3.65786,0.94616,3.46091,3.24298,0.94616,3.06837,3.44012,0.94616,3.2549,3.51954,0.94616,3.33005,3.49861,0.94616,3.31024,0,0,0
29,White,ARS,DEF,5.5,3.57426,0.94123,3.36421,3.46985,0.94123,3.26594,4.11882,0.94123,3.87677,2.83779,0.94123,2.67102,3.09688,0.94123,2.91489,4.37583,0.94123,4.11867,2.99742,0.94123,2.82127,4.64993,0.94123,4.37667,3.61894,0.94123,3.40626,4.3288,0.94123,4.07441,3.34351,0.94123,3.14702,3.336,0.94123,3.13995,3.43686,0.94123,3.23488,2.50498,0.94123,2.35777,4.33744,0.94123,4.08253,4.27969,0.94123,4.02818,4.10486,0.94123,3.86362,4.08129,0.94123,3.84144,3.2353,0.94123,3.04517,3.33286,0.94123,3.13699,4.58746,0.94123,4.31786,3.97238,0.94123,3.73893,3.4711,0.94123,3.26711,4.0473,0.94123,3.80945,3.44894,0.94123,3.24625,2.56237,0.94123,2.41178,4.43641,0.94123,4.17569,3.27983,0.94123,3.08708,3.88325,0.94123,3.65503,4.07163,0.94123,3.83234,3.24778,0.94123,3.05691,4.54398,0.94123,4.27694,3.23249,0.94123,3.04253,4.48995,0.94123,4.22608,0,0,0
30,Xhaka,ARS,MID,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Zinchenko,ARS,DEF,4.9,2.55542,0.83711,2.13916,2.52953,0.83711,2.11749,3.10278,0.83711,2.59736,2.20044,0.83711,1.842,2.42518,0.83711,2.03013,3.38441,0.83711,2.83311,2.35058,0.83711,1.96768,3.58999,0.83711,3.0052,2.81672,0.83711,2.3579,3.34913,0.83711,2.80358,2.61015,0.83711,2.18497,2.60452,0.83711,2.18026,2.68017,0.83711,2.24358,1.98124,0.83711,1.65851,3.35561,0.83711,2.809,3.3123,0.83711,2.77275,3.18117,0.83711,2.66298,3.1635,0.83711,2.64818,2.52899,0.83711,2.11703,2.60216,0.83711,2.17829,3.54313,0.83711,2.96598,3.08181,0.83711,2.57981,2.70584,0.83711,2.26508,3.138,0.83711,2.62684,2.68922,0.83711,2.25117,2.02428,0.83711,1.69454,3.42984,0.83711,2.87114,2.56239,0.83711,2.14499,3.01496,0.83711,2.52384,3.15625,0.83711,2.64212,2.53835,0.83711,2.12487,3.51052,0.83711,2.93868,2.52689,0.83711,2.11527,3.47,0.83711,2.90476,0,0,0
32,"Alex Moreno",AVL,DEF,5,3.31183,0.79023,2.61711,2.48124,0.88551,2.19717,2.76139,0.90436,2.49727,3.28445,0.90436,2.97031,3.50348,0.9127,3.19763,3.58504,0.9127,3.27207,3.29241,0.9127,3.00498,3.36476,0.9127,3.07102,2.60557,0.9127,2.37811,3.30966,0.9127,3.02073,2.25378,0.9127,2.05703,3.07685,0.9127,2.80825,2.91142,0.9127,2.65726,3.53512,0.9127,3.2265,2.59298,0.9127,2.36662,3.76098,0.9127,3.43265,2.95632,0.9127,2.69824,3.20267,0.9127,2.92308,2.7896,0.9127,2.54607,2.95454,0.9127,2.69661,3.45589,0.9127,3.1542,3.76548,0.9127,3.43676,2.68446,0.9127,2.45011,2.80386,0.9127,2.55909,2.67569,0.9127,2.4421,3.49636,0.9127,3.19113,2.04078,0.9127,1.86262,3.2644,0.9127,2.97942,2.45922,0.9127,2.24453,3.67368,0.9127,3.35297,2.77134,0.9127,2.5294,2.63199,0.9127,2.40222,2.59529,0.9127,2.36873,3.24495,0.9127,2.96167,0,0,0
33,Archer,SHU,FWD,4.5,1.55425,0.55728,0.86614,1.7396,0.55728,0.96943,1.64734,0.55728,0.91802,1.84205,0.55728,1.02653,1.72006,0.55728,0.95855,1.5787,0.55728,0.87977,1.73457,0.55728,0.96664,1.60685,0.55728,0.89546,1.73693,0.55728,0.96795,1.69265,0.55728,0.94327,1.74411,0.55728,0.97195,1.60278,0.55728,0.89319,1.55719,0.55728,0.86778,1.68596,0.55728,0.93954,1.70437,0.55728,0.94981,1.50784,0.55728,0.84028,1.73038,0.55728,0.9643,1.62965,0.55728,0.90817,1.70857,0.55728,0.95215,1.54372,0.55728,0.86028,1.74538,0.55728,0.97266,1.61725,0.55728,0.90126,1.58677,0.55728,0.88426,1.68765,0.55728,0.94049,1.51129,0.55728,0.8422,1.93881,0.55728,1.08045,1.55023,0.55728,0.8639,1.60537,0.55728,0.89464,1.56195,0.55728,0.87044,1.69505,0.55728,0.94461,1.52664,0.55728,0.85076,1.96464,0.55728,1.09484,1.73135,0.55728,0.96484,1.61481,0.55728,0.89989,0,0,0
34,Bailey,AVL,MID,5.5,2.96134,0.81311,2.4079,2.87354,0.81311,2.33651,2.98713,0.81311,2.42887,3.08244,0.81311,2.50637,3.15768,0.81311,2.56755,3.0773,0.81311,2.50219,3.29621,0.81311,2.68019,3.26554,0.81311,2.65525,3.00872,0.81311,2.44642,3.17559,0.81311,2.58211,2.83362,0.81311,2.30405,3.06528,0.81311,2.49242,3.06226,0.81311,2.48996,3.01239,0.81311,2.44941,3.00057,0.81311,2.4398,3.14366,0.81311,2.55615,3.03324,0.81311,2.46636,3.16535,0.81311,2.57378,3.1289,0.81311,2.54414,3.22031,0.81311,2.61847,3.1683,0.81311,2.57618,3.32838,0.81311,2.70635,2.98902,0.81311,2.43041,3.12568,0.81311,2.54153,2.99423,0.81311,2.43464,3.14814,0.81311,2.55979,2.75143,0.81311,2.23722,3.21355,0.81311,2.61298,2.87212,0.81311,2.33536,3.38346,0.81311,2.75113,3.04253,0.81311,2.47391,3.03038,0.81311,2.46404,3.0441,0.81311,2.47519,3.01081,0.81311,2.44813,0,0,0
35,Buendia,AVL,MID,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64985,0.01,0.0365,3.75681,0.77193,2.89998,3.69596,0.8789,3.24837,3.88326,0.90316,3.50721,3.48619,0.90316,3.14858,3.64609,0.91563,3.33845,3.49229,0.91563,3.19762,3.67236,0.91563,3.36251,3.2082,0.91563,2.93751,3.74891,0.91563,3.43259,3.34941,0.91563,3.0668,3.9477,0.91563,3.61462,3.54879,0.91563,3.24936,3.53459,0.91563,3.23636,3.55063,0.91563,3.25105,3.51169,0.91563,3.21539,0,0,0
36,Cash,AVL,DEF,4.6,4.11191,0.92979,3.8232,2.97927,0.92979,2.77009,3.27025,0.92979,3.04064,3.84143,0.92979,3.57171,4.16846,0.92979,3.87578,4.27014,0.92979,3.97031,3.90532,0.92979,3.63111,3.99552,0.92979,3.71498,3.04903,0.92979,2.83495,3.92683,0.92979,3.65111,2.61045,0.92979,2.42716,3.63658,0.92979,3.38124,3.43033,0.92979,3.18948,4.2079,0.92979,3.91245,3.03333,0.92979,2.82035,4.48949,0.92979,4.17427,3.48631,0.92979,3.24152,3.79343,0.92979,3.52708,3.27846,0.92979,3.04826,3.48409,0.92979,3.23946,4.10913,0.92979,3.82061,4.4951,0.92979,4.17948,3.14738,0.92979,2.92639,3.29624,0.92979,3.0648,3.13644,0.92979,2.91622,4.15959,0.92979,3.86753,2.3449,0.92979,2.18026,3.8704,0.92979,3.59864,2.86657,0.92979,2.6653,4.38064,0.92979,4.07306,3.25569,0.92979,3.02709,3.08196,0.92979,2.86556,3.03622,0.92979,2.82303,3.84615,0.92979,3.57609,0,0,0
37,Chambers,AVL,DEF,4,1.86627,0.13326,0.24869,1.3898,0.13326,0.1852,1.5505,0.13326,0.20661,1.85056,0.13326,0.2466,1.97621,0.13326,0.26334,2.02299,0.13326,0.26957,1.85512,0.13326,0.24721,1.89663,0.13326,0.25274,1.46112,0.13326,0.1947,1.86502,0.13326,0.24852,1.25931,0.13326,0.16781,1.73147,0.13326,0.23073,1.63657,0.13326,0.21808,1.99435,0.13326,0.26576,1.4539,0.13326,0.19374,2.12392,0.13326,0.28302,1.66233,0.13326,0.22151,1.80364,0.13326,0.24035,1.56669,0.13326,0.20877,1.66131,0.13326,0.22138,1.94891,0.13326,0.2597,2.1265,0.13326,0.28337,1.50638,0.13326,0.20073,1.57487,0.13326,0.20986,1.50134,0.13326,0.20006,1.97212,0.13326,0.2628,1.13713,0.13326,0.15153,1.83906,0.13326,0.24506,1.37717,0.13326,0.18351,2.07384,0.13326,0.27635,1.55621,0.13326,0.20737,1.47627,0.13326,0.19672,1.45522,0.13326,0.19392,1.8279,0.13326,0.24358,0,0,0
38,Coutinho,AVL,MID,5.8,2.38949,0.6149,1.46931,2.35869,0.76406,1.80217,2.49359,0.79972,1.99417,2.5468,0.79972,2.03673,2.58282,0.81953,2.1167,2.51393,0.81953,2.06024,2.70154,0.81953,2.21399,2.67526,0.81953,2.19245,2.45516,0.81953,2.01208,2.59817,0.81953,2.12928,2.3051,0.81953,1.8891,2.50363,0.81953,2.0518,2.50104,0.81953,2.04968,2.45831,0.81953,2.01466,2.44817,0.81953,2.00635,2.5708,0.81953,2.10685,2.47617,0.81953,2.0293,2.58939,0.81953,2.12208,2.55815,0.81953,2.09648,2.63649,0.81953,2.16068,2.59192,0.81953,2.12416,2.72911,0.81953,2.23659,2.43827,0.81953,1.99824,2.55539,0.81953,2.09422,2.44274,0.81953,2.0019,2.57464,0.81953,2.10999,2.23466,0.81953,1.83137,2.6307,0.81953,2.15594,2.33809,0.81953,1.91614,2.77631,0.81953,2.27527,2.48413,0.81953,2.03582,2.47372,0.81953,2.02729,2.48548,0.81953,2.03692,2.45695,0.81953,2.01355,0,0,0
39,Davis,AVL,FWD,4.9,2.12328,0,0.0314,1.98974,0,0.02943,2.23648,0,0.03308,2.06849,0,0.03059,2.21681,0,0.03278,2.18272,0,0.03228,2.19353,0,0.03244,2.49009,0,0.03683,2.00837,0,0.0297,2.1608,0,0.03196,1.98268,0,0.02932,2.02851,0,0.03,1.99598,0,0.02952,2.07485,0,0.03069,1.92955,0,0.02854,2.17049,0,0.0321,2.21809,0,0.0328,2.23491,0,0.03305,2.24149,0,0.03315,2.20328,0,0.03258,2.35799,0,0.03487,2.52396,0,0.03733,1.97207,0,0.02917,2.06529,0,0.03054,2.09748,0,0.03102,2.22231,0,0.03287,1.92503,0,0.02847,2.04951,0,0.03031,2.01794,0,0.02984,2.2254,0,0.03291,2.05291,0,0.03036,2.05484,0,0.03039,2.23481,0,0.03305,2.08475,0,0.03083,0,0,0
40,Dendoncker,AVL,MID,4.9,1.94467,0.31302,0.60871,1.88941,0.31302,0.59141,1.9428,0.31302,0.60813,1.97115,0.31302,0.617,1.99035,0.31302,0.62301,1.95364,0.31302,0.61152,2.05362,0.31302,0.64281,2.03961,0.31302,0.63843,1.92232,0.31302,0.60172,1.99853,0.31302,0.62557,1.84235,0.31302,0.57668,1.94815,0.31302,0.6098,1.94677,0.31302,0.60937,1.92399,0.31302,0.60224,1.91859,0.31302,0.60055,1.98394,0.31302,0.62101,1.93351,0.31302,0.60522,1.99385,0.31302,0.62411,1.9772,0.31302,0.6189,2.01895,0.31302,0.63196,1.9952,0.31302,0.62453,2.06831,0.31302,0.64741,1.91332,0.31302,0.5989,1.97573,0.31302,0.61844,1.9157,0.31302,0.59964,1.98599,0.31302,0.62165,1.80481,0.31302,0.56493,2.01586,0.31302,0.631,1.85993,0.31302,0.58219,2.09346,0.31302,0.65529,1.93776,0.31302,0.60655,1.93221,0.31302,0.60481,1.93847,0.31302,0.60677,1.92327,0.31302,0.60201,0,0,0
41,"Diego Carlos",AVL,DEF,4.5,2.50436,0.42865,1.0735,1.94587,0.5693,1.10779,2.2377,0.63628,1.4238,2.67235,0.66977,1.78985,2.86219,0.66977,1.917,2.92491,0.66977,1.95901,2.69988,0.66977,1.80829,2.75551,0.66977,1.84555,2.17169,0.66977,1.45453,2.71314,0.66977,1.81718,1.90116,0.66977,1.27333,2.53411,0.66977,1.69727,2.40689,0.66977,1.61206,2.88652,0.66977,1.9333,2.16201,0.66977,1.44804,3.06022,0.66977,2.04963,2.44142,0.66977,1.63518,2.63086,0.66977,1.76207,2.31321,0.66977,1.54931,2.44005,0.66977,1.63427,2.8256,0.66977,1.89249,3.06367,0.66977,2.05195,2.23236,0.66977,1.49516,2.32418,0.66977,1.55666,2.22561,0.66977,1.49064,2.85672,0.66977,1.91334,1.73736,0.66977,1.16363,2.67834,0.66977,1.79386,2.05914,0.66977,1.37915,2.99307,0.66977,2.00466,2.29916,0.66977,1.53991,2.192,0.66977,1.46813,2.16379,0.66977,1.44923,2.66338,0.66977,1.78384,0,0,0
42,Digne,AVL,DEF,4.5,2.64056,0.88685,2.34177,2.0011,0.88685,1.77467,2.21888,0.88685,1.9678,2.61711,0.88685,2.32097,2.79979,0.88685,2.48298,2.86412,0.88685,2.54003,2.63329,0.88685,2.33533,2.69036,0.88685,2.38594,2.09152,0.88685,1.85486,2.6469,0.88685,2.3474,1.81402,0.88685,1.60876,2.46327,0.88685,2.18454,2.33277,0.88685,2.06881,2.82474,0.88685,2.50511,2.08159,0.88685,1.84605,3.00291,0.88685,2.66312,2.36819,0.88685,2.10022,2.5625,0.88685,2.27255,2.23668,0.88685,1.98359,2.36678,0.88685,2.09897,2.76225,0.88685,2.44969,3.00645,0.88685,2.66626,2.15374,0.88685,1.91004,2.24793,0.88685,1.99357,2.14682,0.88685,1.9039,2.79417,0.88685,2.478,1.64601,0.88685,1.45976,2.6112,0.88685,2.31573,1.97608,0.88685,1.75248,2.93404,0.88685,2.60204,2.22227,0.88685,1.97081,2.11235,0.88685,1.87333,2.08341,0.88685,1.84767,2.59586,0.88685,2.30213,0,0,0
43,"Douglas Luiz",AVL,MID,5.4,3.8766,0.94123,3.64878,3.71832,0.94123,3.4998,3.86774,0.94123,3.64044,3.99711,0.94123,3.76221,4.08067,0.94123,3.84086,3.97387,0.94123,3.74034,4.26472,0.94123,4.01409,4.22397,0.94123,3.97574,3.88276,0.94123,3.65457,4.10446,0.94123,3.86325,3.65012,0.94123,3.43561,3.9579,0.94123,3.72531,3.95389,0.94123,3.72153,3.88764,0.94123,3.65917,3.87193,0.94123,3.64438,4.06204,0.94123,3.82332,3.91533,0.94123,3.68523,4.09086,0.94123,3.85044,4.04243,0.94123,3.80486,4.16388,0.94123,3.91917,4.09478,0.94123,3.85413,4.30746,0.94123,4.05432,3.85658,0.94123,3.62994,4.03815,0.94123,3.80084,3.86351,0.94123,3.63646,4.06799,0.94123,3.82892,3.54092,0.94123,3.33283,4.1549,0.94123,3.91072,3.70127,0.94123,3.48376,4.38063,0.94123,4.12319,3.92767,0.94123,3.69685,3.91154,0.94123,3.68167,3.92976,0.94123,3.69882,3.88554,0.94123,3.65719,0,0,0
44,Duran,AVL,FWD,5,1.93361,0.80628,1.55903,1.84114,0.80628,1.48448,2.12879,0.80628,1.7164,2.00222,0.80628,1.61435,2.16658,0.80628,1.74687,2.1325,0.80628,1.71939,2.14331,0.80628,1.72811,2.43974,0.80628,1.96712,1.95823,0.80628,1.57888,2.11059,0.80628,1.70173,1.93255,0.80628,1.55818,1.97836,0.80628,1.59512,1.94585,0.80628,1.5689,2.02468,0.80628,1.63246,1.87945,0.80628,1.51536,2.12027,0.80628,1.70954,2.16785,0.80628,1.7479,2.18467,0.80628,1.76146,2.19125,0.80628,1.76676,2.15305,0.80628,1.73597,2.3077,0.80628,1.86065,2.47359,0.80628,1.99441,1.92195,0.80628,1.54963,2.01512,0.80628,1.62475,2.0473,0.80628,1.6507,2.17208,0.80628,1.75131,1.87493,0.80628,1.51172,1.99935,0.80628,1.61204,1.96779,0.80628,1.5866,2.17516,0.80628,1.75379,2.00275,0.80628,1.61478,2.00468,0.80628,1.61634,2.18457,0.80628,1.76138,2.03457,0.80628,1.64044,0,0,0
45,Hause,AVL,DEF,4,1.8513,0.02678,0.04958,1.37483,0.02678,0.03682,1.53554,0.02678,0.04113,1.83559,0.02678,0.04916,1.96124,0.02678,0.05253,2.00803,0.02678,0.05378,1.84016,0.02678,0.04928,1.88166,0.02678,0.0504,1.44616,0.02678,0.03873,1.85006,0.02678,0.04955,1.24435,0.02678,0.03333,1.71651,0.02678,0.04597,1.6216,0.02678,0.04343,1.97939,0.02678,0.05301,1.43893,0.02678,0.03854,2.10896,0.02678,0.05648,1.64736,0.02678,0.04412,1.78868,0.02678,0.04791,1.55172,0.02678,0.04156,1.64634,0.02678,0.04409,1.93394,0.02678,0.0518,2.11154,0.02678,0.05655,1.49141,0.02678,0.03994,1.5599,0.02678,0.04178,1.48638,0.02678,0.03981,1.95716,0.02678,0.05242,1.12216,0.02678,0.03005,1.82409,0.02678,0.04885,1.3622,0.02678,0.03648,2.05887,0.02678,0.05514,1.54125,0.02678,0.04128,1.46131,0.02678,0.03914,1.44026,0.02678,0.03857,1.81293,0.02678,0.04856,0,0,0
46,Iroegbunam,AVL,MID,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
